# wcid, name, clothingbase_did, palettetemplate_int, shade_float
36638,Helm of the Crag,100002b7,2,0.25
36719,Balor's Robe,1000018d,90,
36747,Empowered Bracers of the Perfect Light,100006f2,,
36748,Empowered Breastplate of the Perfect Light,100006f3,,
36749,Empowered Pauldrons of the Perfect Light,100006f4,,
36948,Empowered Helm of the Perfect Light,1000071f,,
37111,Empowered Girth of the Perfect Light,10000724,,
37112,Empowered Greaves of the Perfect Light,10000725,,
37113,Empowered Tassets of the Perfect Light,10000726,,
37187,Olthoi Alduressa Gauntlets,10000737,,
37188,Olthoi Amuli Gauntlets,10000716,,
37189,Olthoi Celdon Gauntlets,100006f9,,
37190,Olthoi Koujia Gauntlets,10000716,2,
37191,Olthoi Gauntlets,10000716,20,0.66
37192,Olthoi Celdon Girth,100006fa,,
37193,Olthoi Girth,1000071c,20,0.33
37194,Olthoi Greaves,10000717,20,0.33
37195,Olthoi Alduressa Helm,10000738,,
37196,Olthoi Amuli Helm,10000735,,
37197,Olthoi Celdon Helm,100006fb,,
37198,Olthoi Koujia Kabuton,10000732,2,
37199,Olthoi Helm,1000071d,20,0.66
37200,Olthoi Alduressa Leggings,10000739,,
37201,Olthoi Amuli Leggings,1000072b,,
37202,Olthoi Celdon Leggings,100006fc,,
37203,Olthoi Koujia Leggings,10000734,2,
37204,Olthoi Pauldrons,10000718,20,0.33
37205,Olthoi Celdon Sleeves,100006fd,,
37206,Olthoi Koujia Sleeves,1000072d,2,
37207,Olthoi Alduressa Boots,1000073a,,
37208,Olthoi Amuli Sollerets,100006f7,,
37209,Olthoi Celdon Sollerets,100006f7,,
37210,Olthoi Koujia Sollerets,1000071a,2,
37211,Olthoi Sollerets,1000071a,20,0.66
37212,Olthoi Tassets,10000719,20,0.33
37213,Olthoi Bracers,10000715,20,0.33
37214,Olthoi Celdon Breastplate,100006f8,,
37215,Olthoi Koujia Breastplate,10000733,2,
37216,Olthoi Breastplate,1000071b,20,0.33
37217,Olthoi Alduressa Coat,10000736,,
37299,Olthoi Amuli Coat,1000072c,,
38044,Green Mire Yoroi Cuirass,100000a3,8,0.66
38083,Visage of Menilesh,1000072f,,
38463,Celestial Hand Breastplate,1000073c,,
38464,Celestial Hand Gauntlets,1000073d,,
38465,Celestial Hand Girth,1000073e,,
38466,Celestial Hand Greaves,1000073f,,
38467,Celestial Hand Helm,10000740,,
38468,Celestial Hand Pauldrons,10000741,,
38469,Celestial Hand Tassets,10000743,,
38470,Celestial Hand Vambraces,1000073b,,
38471,Celestial Hand Sollerets,10000742,,
38472,Eldrytch Web Breastplate,1000074e,,
38473,Eldrytch Web Gauntlets,1000074f,,
38474,Eldrytch Web Girth,10000750,,
38475,Eldrytch Web Greaves,10000751,,
38476,Eldrytch Web Helm,10000752,,
38477,Eldrytch Web Pauldrons,10000753,,
38478,Eldrytch Web Tassets,10000755,,
38479,Eldrytch Web Vambraces,1000074d,,
38480,Eldrytch Web Sollerets,10000754,,
38481,Radiant Blood Breastplate,10000745,,
38482,Radiant Blood Gauntlets,10000746,,
38483,Radiant Blood Girth,10000747,,
38484,Radiant Blood Greaves,10000748,,
38485,Radiant Blood Helm,10000749,,
38486,Radiant Blood Pauldrons,1000074a,,
38487,Radiant Blood Tassets,1000074c,,
38488,Radiant Blood Vambraces,10000744,,
38489,Radiant Blood Sollerets,1000074b,,
39027,Armored Sclavus Mask,1000075a,4,
39028,Armored Sclavus Mask,1000075b,4,
39029,Armored Sclavus Mask,1000075c,4,
40446,Upgraded Enscorcelled Robe,10000592,21,1
40447,Upgraded Armsman's Robe,10000590,21,1
40448,Upgraded Marksman's Robe,10000591,21,1
40508,Machinist's Gloves,100004e4,4,0.66
40601,Upgraded Snarl's Jerkin,10000511,4,0.66
40602,Upgraded Scourge's Hide Leggings,10000512,39,0.66
40603,Upgraded Plaguefang's Robe,10000513,14,1
40801,Nexus Crawler's Mask,100007b0,39,
41197,Coat of Darkness,10000736,17,0
41198,Gauntlets of Darkness,10000737,17,0
41199,Helm of Darkness,10000738,17,0
41200,Leggings of Darkness,10000739,17,0
41201,Sollerets of Darkness,1000073a,17,0
42121,Platemail Hauberk of the Ogre,100000a5,13,0
42667,Top Hat,100007a0,21,0.66
42749,Haebrean Breastplate,100007a5,20,0.33
42750,Haebrean Gauntlets,100007a6,20,0.33
42751,Haebrean Girth,100007a7,20,0.33
42752,Haebrean Greaves,100007a8,20,0.33
42753,Haebrean Helm,100007a9,20,0.893
42754,Haebrean Pauldrons,100007aa,20,0.33
42755,Haebrean Boots,100007ab,20,0.66
42756,Haebrean Tassets,100007ac,20,0.33
42757,Haebrean Vambraces,100007a4,20,0.33
43048,Knorr Academy Breastplate,100007b2,10,0.268
43049,Knorr Academy Gauntlets,100007b3,6,0.75
43050,Knorr Academy Girth,100007b4,1,0.66
43051,Knorr Academy Greaves,100007b5,8,0.107
43052,Knorr Academy Pauldrons,100007b7,5,0.804
43053,Knorr Academy Boots,100007b8,2,1
43054,Knorr Academy Tassets,100007b9,12,0.661
43055,Knorr Academy Vambraces,100007b1,13,0.839
43068,Knorr Academy Helm,100007b6,14,0.429
43197,Apostate Grand Director's Mask,100007b0,14,
43241,Gurog Guise,100007bb,4,
43274,Empyrean Over-robe,100006ba,2,
43420,Corruptor's Gauntlets,1000049c,14,0.66
43595,Soldier Thorax Metamorphi,100007c3,,
43596,Soldier Thorax Metamorphi,100007c3,,
43597,Soldier Thorax Metamorphi,100007c3,,
43598,Soldier Thorax Metamorphi,100007c3,,
43599,Soldier Pincer Metamorphi,100007c3,,
43600,Soldier Pincer Metamorphi,100007c3,,
43601,Soldier Pincer Metamorphi,100007c3,,
43602,Soldier Pincer Metamorphi,100007c3,,
43603,Soldier Abdomen Metamorphi,100007c3,,
43604,Soldier Abdomen Metamorphi,100007c3,,
43605,Soldier Abdomen Metamorphi,100007c3,,
43606,Soldier Abdomen Metamorphi,100007c3,,
43607,Soldier Tibia Metamorphi,100007c3,,
43608,Soldier Tibia Metamorphi,100007c3,,
43609,Soldier Tibia Metamorphi,100007c3,,
43610,Soldier Tibia Metamorphi,100007c3,,
43611,Soldier Head Metamorphi,100007c3,,
43612,Soldier Head Metamorphi,100007c3,,
43613,Soldier Head Metamorphi,100007c3,,
43614,Soldier Head Metamorphi,100007c3,,
43615,Soldier Trochanter Metamorphi,100007c3,,
43616,Soldier Trochanter Metamorphi,100007c3,,
43617,Soldier Trochanter Metamorphi,100007c3,,
43618,Soldier Trochanter Metamorphi,100007c3,,
43619,Soldier Foot Metamorphi,100007c3,,
43620,Soldier Foot Metamorphi,100007c3,,
43621,Soldier Foot Metamorphi,100007c3,,
43622,Soldier Foot Metamorphi,100007c3,,
43623,Soldier Femur Metamorphi,100007c3,,
43624,Soldier Femur Metamorphi,100007c3,,
43625,Soldier Femur Metamorphi,100007c3,,
43626,Soldier Femur Metamorphi,100007c3,,
43627,Soldier Pedipalp Metamorphi,100007c3,,
43628,Soldier Pedipalp Metamorphi,100007c3,,
43629,Soldier Pedipalp Metamorphi,100007c3,,
43630,Soldier Pedipalp Metamorphi,100007c3,,
43636,Spitter Thorax Metamorphi,100007c3,,
43637,Spitter Thorax Metamorphi,100007c3,,
43638,Spitter Thorax Metamorphi,100007c3,,
43639,Spitter Thorax Metamorphi,100007c3,,
43640,Spitter Pincer Metamorphi,100007c3,,
43641,Spitter Pincer Metamorphi,100007c3,,
43642,Spitter Pincer Metamorphi,100007c3,,
43643,Spitter Pincer Metamorphi,100007c3,,
43644,Spitter Abdomen Metamorphi,100007c3,,
43645,Spitter Abdomen Metamorphi,100007c3,,
43646,Spitter Abdomen Metamorphi,100007c3,,
43647,Spitter Abdomen Metamorphi,100007c3,,
43648,Spitter Tibia Metamorphi,100007c3,,
43649,Spitter Tibia Metamorphi,100007c3,,
43650,Spitter Tibia Metamorphi,100007c3,,
43651,Spitter Tibia Metamorphi,100007c3,,
43652,Spitter Head Metamorphi,100007c3,,
43653,Spitter Head Metamorphi,100007c3,,
43654,Spitter Head Metamorphi,100007c3,,
43655,Spitter Head Metamorphi,100007c3,,
43656,Spitter Trochanter Metamorphi,100007c3,,
43657,Spitter Trochanter Metamorphi,100007c3,,
43658,Spitter Trochanter Metamorphi,100007c3,,
43659,Spitter Trochanter Metamorphi,100007c3,,
43660,Spitter Foot Metamorphi,100007c3,,
43661,Spitter Foot Metamorphi,100007c3,,
43662,Spitter Foot Metamorphi,100007c3,,
43663,Spitter Foot Metamorphi,100007c3,,
43664,Spitter Femur Metamorphi,100007c3,,
43665,Spitter Femur Metamorphi,100007c3,,
43666,Spitter Femur Metamorphi,100007c3,,
43667,Spitter Femur Metamorphi,100007c3,,
43668,Spitter Pedipalp Metamorphi,100007c3,,
43669,Spitter Pedipalp Metamorphi,100007c3,,
43670,Spitter Pedipalp Metamorphi,100007c3,,
43671,Spitter Pedipalp Metamorphi,100007c3,,
43828,Sedgemail Leather Vest,100007c7,3,0.933
43829,Sedgemail Leather Cowl,100007c8,18,0.733
43830,Sedgemail Leather Gauntlets,100007c9,10,0.25
43831,Sedgemail Leather Pants,100007ca,13,0.6
43832,Sedgemail Leather Shoes,100007cb,13,0.75
43833,Sedgemail Leather Sleeves,100007cc,1,1
43925,Upgraded Relic Alduressa Coat,10000684,14,
43926,Upgraded Ancient Relic Vestment and Bracers,10000689,39,
43927,Upgraded Noble Relic Coat of Brilliance,1000068e,21,
43928,Upgraded Relic Alduressa Gauntlets,10000685,14,
43929,Upgraded Ancient Relic Gauntlets,1000068a,39,
43930,Upgraded Noble Relic Gauntlets of Strength,1000068f,21,
43931,Upgraded Relic Alduressa Helm,10000686,14,
43932,Upgraded Ancient Relic Helm,1000068b,39,
43933,Upgraded Noble Relic Helm of Will,10000690,21,
43934,Upgraded Relic Alduressa Leggings,10000687,14,
43935,Upgraded Ancient Relic Leggings,1000068c,39,
43936,Upgraded Noble Relic Leggings of Health,10000691,21,
43937,Upgraded Relic Alduressa Sollerets,10000688,14,
43938,Upgraded Ancient Relic Sollerets,1000068d,39,
43939,Upgraded Noble Relic Sollerets of Speed,10000692,21,
44799,Faran Over-robe,100007e2,9,
44800,Dho Vest and Over-Robe,100007e4,9,
44801,Suikan Over-robe,100007e5,7,
44802,Vestiri Over-robe,100007e6,13,
44803,Empyrean Over-robe,100007e3,4,
45030,Balor's Over-robe,1000018d,90,
45031,Hoary Mattekar Over-robe,100007e2,61,1
45032,Hoory Mattekar Over-robe,100007e2,67,1
45960,Amateur Explorer Vambraces,100007a4,22,0.673
45961,Seasoned Explorer Breastplate,100007a5,84,0.646
45962,Amateur Explorer Breastplate,100007a5,22,0.673
45963,Seasoned Explorer Gauntlets,100007a6,84,0.646
45964,Amateur Explorer Gauntlets,100007a6,22,0.673
45965,Seasoned Explorer Girth,100007a7,84,0.646
45966,Amateur Explorer Girth,100007a7,22,0.673
45967,Seasoned Explorer Greaves,100007a8,84,0.646
45968,Amateur Explorer Greaves,100007a8,22,0.673
45969,Seasoned Explorer Helm,100007a9,84,0.646
45970,Amateur Explorer Helm,100007a9,22,0.673
45971,Seasoned Explorer Pauldrons,100007de,84,0.646
45972,Amateur Explorer Pauldrons,100007de,22,0.673
45975,Seasoned Explorer Boots,100007ab,84,0.646
45976,Amateur Explorer Boots,100007ab,22,0.673
45977,Seasoned Explorer Tassets,100007ac,84,0.646
45978,Amateur Explorer Tassets,100007ac,22,0.673
45979,Seasoned Explorer Vambraces,100007a4,84,0.646
46345,O-Yoroi Leggings,1000082b,39,0.236
46551,O-Yoroi Gauntlets,1000082e,39,0.6
46552,O-Yoroi Helm,1000082f,39,0.236
46553,O-Yoroi Sandals,10000830,39,0.6
46615,O-Yoroi Coat,10000833,39,0.236
46641,Reinforced Shou-jen Jika-Tabi,10000834,9,0
46642,Reinforced Shou-jen Shozoku Jacket,10000835,9,0
46643,Reinforced Shou-jen Shozoku Gauntlets,10000836,9,0
46644,Reinforced Shou-jen Shozoku Trousers,10000837,9,0
46645,Reinforced Shou-jen Shozoku Mask,10000838,9,0
47199,Forging Gloves,100004e4,93,0.5
49620,Shadow Bracers,10000847,85,
49621,Shadow Breastplate,100007c7,85,0.067
49622,Shadow Gauntlets,100007c9,85,
49623,Shadow Girth,10000848,85,0.067
49624,Shadow Greaves,10000849,85,0.067
49625,Shadow Helm,100007c8,85,0.067
49626,Shadow Pauldrons,1000084a,85,0.067
49627,Shadow Sollerets,100007cb,85,
49628,Shadow Tassets,10000846,85,0.067
49772,Shadow Tassets,10000846,92,0.067
49773,Shadow Bracers,10000847,93,
49774,Shadow Breastplate,100007c7,93,0.067
49775,Shadow Gauntlets,100007c9,93,
49776,Shadow Girth,10000848,93,0.067
49777,Shadow Greaves,10000849,93,0.067
49778,Shadow Helm,100007c8,93,0.067
49779,Shadow Pauldrons,1000084a,93,0.067
49780,Shadow Sollerets,100007cb,93,
49781,Shadow Tassets,10000846,93,0.067
49782,Shadow Bracers,10000847,92,
49783,Shadow Breastplate,100007c7,92,0.067
49784,Shadow Gauntlets,100007c9,92,
49785,Shadow Girth,10000848,92,0.067
49786,Shadow Greaves,10000849,92,0.067
49787,Shadow Helm,100007c8,92,0.067
49788,Shadow Pauldrons,1000084a,92,0.067
49789,Shadow Sollerets,100007cb,92,
49792,Major Shadow Bracers,10000847,93,
49796,Major Shadow Breastplate,100007c7,93,0.586
49800,Major Shadow Gauntlets,100007c9,93,
49804,Major Shadow Girth,10000848,93,0.586
49808,Major Shadow Greaves,10000849,93,0.586
49812,Major Shadow Helm,100007c8,93,0.586
49816,Major Shadow Pauldrons,1000084a,93,0.586
49820,Major Shadow Sollerets,100007cb,93,
49824,Major Shadow Tassets,10000846,93,0.586
49863,Major Shadow Bracers,10000847,92,
49891,Major Shadow Sollerets,100007cb,92,
49901,Prismatic Shadow Bracers,1000084c,9,
49905,Prismatic Shadow Breastplate,1000084d,9,
49909,Prismatic Shadow Gauntlets,1000084e,9,
49913,Prismatic Shadow Girth,1000084f,9,
49917,Prismatic Shadow Greaves,10000850,9,
49921,Prismatic Shadow Helm,10000851,9,
49925,Prismatic Shadow Pauldrons,10000852,9,
49929,Prismatic Shadow Sollerets,10000853,9,
49933,Prismatic Shadow Tassets,1000084b,9,
51854,Rynthid Minion of Torment's Mask,10000858,,0
51855,Rynthid Minion of Rage's Mask,1000085b,,0
51856,Rynthid Berserker's Mask,1000085d,,0
51857,Rynthid Ravager's Mask,1000085c,,0
51858,Rynthid Sorcerer of Torment's Mask,10000859,,0
51859,Rynthid Sorcerer of Rage's Mask,1000085a,,0
52201,Accursed Scarecrow Mask,10000868,,
52580,Holiday Sweater,1000086c,,
70281,Viamontian Commander's Helm,10000662,13,0
70282,Viamontian Knight's Helm,10000662,13,0
70283,Viamontian Tribune's Helm,10000662,13,0
70313,Corrupted Noble Sollerets,1000058c,21,0.66
70314,Noble Sollerets of Loyalty,1000058c,21,0.66
70315,Corrupted Noble Leggings,1000058e,21,0.66
70316,Noble Leggings of Loyalty,1000058e,21,0.66
70317,Corrupted Noble Gauntlets,1000058b,21,0.66
70318,Corrupted Noble Helm,1000058f,21,0.66
70319,Noble Helm of Loyalty,1000058f,21,0.66
70320,Corrupted Noble Coat,1000058d,21,0.66
70321,Noble Coat of Loyalty,1000058d,21,0.66
70338,Swift Strike Gauntlets,10000664,61,
70339,Quick Strike Gauntlets,10000664,61,
70385,Major Shadow Bracers,10000847,85,
70386,Major Shadow Breastplate,100007c7,85,0.586
70387,Major Shadow Gauntlets,100007c9,85,
70388,Major Shadow Girth,10000848,85,0.586
70389,Major Shadow Greaves,10000849,85,0.586
70390,Major Shadow Helm,100007c8,85,0.586
70391,Major Shadow Pauldrons,1000084a,85,0.586
70392,Major Shadow Sollerets,100007cb,85,
70393,Major Shadow Tassets,10000846,85,0.586
70394,Major Shadow Bracers,10000847,92,
70395,Major Shadow Breastplate,100007c7,92,0.586
70396,Major Shadow Gauntlets,100007c9,92,
70397,Major Shadow Girth,10000848,92,0.586
70398,Major Shadow Greaves,10000849,92,0.586
70399,Major Shadow Helm,100007c8,92,0.586
70400,Major Shadow Pauldrons,1000084a,92,0.586
70401,Major Shadow Sollerets,100007cb,92,
70402,Major Shadow Tassets,10000846,92,0.586
70403,Major Shadow Bracers,10000847,85,
70404,Major Shadow Breastplate,100007c7,85,0.897
70405,Major Shadow Gauntlets,100007c9,85,
70406,Major Shadow Girth,10000848,85,0.897
70407,Major Shadow Greaves,10000849,85,0.897
70408,Major Shadow Helm,100007c8,85,0.897
70409,Major Shadow Pauldrons,1000084a,85,0.897
70410,Major Shadow Sollerets,100007cb,85,
70411,Major Shadow Tassets,10000846,85,0.897
70412,Major Shadow Bracers,10000847,93,
70413,Major Shadow Breastplate,100007c7,93,0.897
70414,Major Shadow Gauntlets,100007c9,93,
70415,Major Shadow Girth,10000848,93,0.897
70416,Major Shadow Greaves,10000849,93,0.897
70417,Major Shadow Helm,100007c8,93,0.897
70418,Major Shadow Pauldrons,1000084a,93,0.897
70419,Major Shadow Sollerets,100007cb,93,
70420,Major Shadow Tassets,10000846,93,0.897
70421,Major Shadow Breastplate,100007c7,92,0.897
70422,Major Shadow Gauntlets,100007c9,92,
70423,Major Shadow Girth,10000848,92,0.897
70424,Major Shadow Greaves,10000849,92,0.897
70425,Major Shadow Helm,100007c8,92,0.897
70426,Major Shadow Pauldrons,1000084a,92,0.897
70427,Major Shadow Tassets,10000846,92,0.897
70428,Major Shadow Bracers,10000847,85,
70429,Major Shadow Breastplate,100007c7,85,0.69
70430,Major Shadow Gauntlets,100007c9,85,
70431,Major Shadow Girth,10000848,85,0.69
70432,Major Shadow Greaves,10000849,85,0.69
70433,Major Shadow Helm,100007c8,85,0.69
70434,Major Shadow Pauldrons,1000084a,85,0.69
70435,Major Shadow Sollerets,100007cb,85,
70436,Major Shadow Tassets,10000846,85,0.69
70437,Major Shadow Bracers,10000847,93,
70438,Major Shadow Breastplate,100007c7,93,0.69
70439,Major Shadow Gauntlets,100007c9,93,
70440,Major Shadow Girth,10000848,93,0.69
70441,Major Shadow Greaves,10000849,93,0.69
70442,Major Shadow Helm,100007c8,93,0.69
70443,Major Shadow Pauldrons,1000084a,93,0.69
70444,Major Shadow Sollerets,100007cb,93,
70445,Major Shadow Tassets,10000846,93,0.69
70446,Major Shadow Bracers,10000847,92,
70447,Major Shadow Breastplate,100007c7,92,0.69
70448,Major Shadow Gauntlets,100007c9,92,
70449,Major Shadow Girth,10000848,92,0.69
70450,Major Shadow Greaves,10000849,92,0.69
70451,Major Shadow Helm,100007c8,92,0.69
70452,Major Shadow Pauldrons,1000084a,92,0.69
70453,Major Shadow Sollerets,100007cb,92,
70454,Major Shadow Tassets,10000846,92,0.69
70455,Major Shadow Bracers,10000847,85,
70456,Major Shadow Breastplate,100007c7,85,0.483
70457,Major Shadow Gauntlets,100007c9,85,
70458,Major Shadow Girth,10000848,85,0.483
70459,Major Shadow Greaves,10000849,85,0.483
70460,Major Shadow Helm,100007c8,85,0.483
70461,Major Shadow Pauldrons,1000084a,85,0.483
70462,Major Shadow Sollerets,100007cb,85,
70463,Major Shadow Tassets,10000846,85,0.586
70464,Major Shadow Bracers,10000847,93,
70465,Major Shadow Breastplate,100007c7,93,0.483
70466,Major Shadow Gauntlets,100007c9,93,
70467,Major Shadow Girth,10000848,93,0.483
70468,Major Shadow Greaves,10000849,93,0.483
70469,Major Shadow Helm,100007c8,93,0.483
70470,Major Shadow Pauldrons,1000084a,93,0.483
70471,Major Shadow Sollerets,100007cb,93,
70472,Major Shadow Tassets,10000846,93,0.483
70473,Major Shadow Bracers,10000847,92,
70474,Major Shadow Breastplate,100007c7,92,0.483
70475,Major Shadow Gauntlets,100007c9,92,
70476,Major Shadow Girth,10000848,92,0.483
70477,Major Shadow Greaves,10000849,92,0.483
70478,Major Shadow Helm,100007c8,92,0.483
70479,Major Shadow Pauldrons,1000084a,92,0.483
70480,Major Shadow Sollerets,100007cb,92,
70481,Major Shadow Tassets,10000846,92,0.483
70482,Blackfire Shadow Bracers,10000847,85,
70483,Blackfire Shadow Breastplate,100007c7,85,0.586
70484,Blackfire Shadow Gauntlets,100007c9,85,
70485,Blackfire Shadow Girth,10000848,85,0.586
70486,Blackfire Shadow Greaves,10000849,85,0.586
70487,Blackfire Shadow Helm,100007c8,85,0.586
70488,Blackfire Shadow Pauldrons,1000084a,85,0.586
70489,Blackfire Shadow Sollerets,100007cb,85,
70490,Blackfire Shadow Tassets,10000846,85,0.586
70491,Blackfire Shadow Bracers,10000847,93,
70492,Blackfire Shadow Breastplate,100007c7,93,0.586
70493,Blackfire Shadow Gauntlets,100007c9,93,
70494,Blackfire Shadow Girth,10000848,93,0.586
70495,Blackfire Shadow Greaves,10000849,93,0.586
70496,Blackfire Shadow Helm,100007c8,93,0.586
70497,Blackfire Shadow Pauldrons,1000084a,93,0.586
70498,Blackfire Shadow Sollerets,100007cb,93,
70499,Blackfire Shadow Tassets,10000846,93,0.586
70500,Blackfire Shadow Bracers,10000847,92,
70501,Blackfire Shadow Breastplate,100007c7,92,0.586
70502,Blackfire Shadow Gauntlets,100007c9,92,
70503,Blackfire Shadow Girth,10000848,92,0.586
70504,Blackfire Shadow Greaves,10000849,92,0.586
70505,Blackfire Shadow Helm,100007c8,92,0.586
70506,Blackfire Shadow Pauldrons,1000084a,92,0.586
70507,Blackfire Shadow Sollerets,100007cb,92,
70508,Blackfire Shadow Tassets,10000846,92,0.586
70509,Blackfire Shadow Bracers,10000847,85,
70510,Blackfire Shadow Breastplate,100007c7,85,0.897
70511,Blackfire Shadow Gauntlets,100007c9,85,
70512,Blackfire Shadow Girth,10000848,85,0.897
70513,Blackfire Shadow Greaves,10000849,85,0.897
70514,Blackfire Shadow Helm,100007c8,85,0.897
70515,Blackfire Shadow Pauldrons,1000084a,85,0.897
70516,Blackfire Shadow Sollerets,100007cb,85,
70517,Blackfire Shadow Tassets,10000846,85,0.897
70518,Blackfire Shadow Bracers,10000847,93,
70519,Blackfire Shadow Breastplate,100007c7,93,0.897
70520,Blackfire Shadow Gauntlets,100007c9,93,
70521,Blackfire Shadow Girth,10000848,93,0.897
70522,Blackfire Shadow Greaves,10000849,93,0.897
70523,Blackfire Shadow Helm,100007c8,93,0.897
70524,Blackfire Shadow Pauldrons,1000084a,93,0.897
70525,Blackfire Shadow Sollerets,100007cb,93,
70526,Blackfire Shadow Tassets,10000846,93,0.897
70527,Blackfire Shadow Bracers,10000847,92,
70528,Blackfire Shadow Breastplate,100007c7,92,0.897
70529,Blackfire Shadow Gauntlets,100007c9,92,
70530,Blackfire Shadow Girth,10000848,92,0.897
70531,Blackfire Shadow Greaves,10000849,92,0.897
70532,Blackfire Shadow Helm,100007c8,92,0.897
70533,Blackfire Shadow Pauldrons,1000084a,92,0.897
70534,Blackfire Shadow Sollerets,100007cb,92,
70535,Blackfire Shadow Tassets,10000846,92,0.897
70536,Blackfire Shadow Bracers,10000847,85,
70537,Blackfire Shadow Breastplate,100007c7,85,0.69
70538,Blackfire Shadow Gauntlets,100007c9,85,
70539,Blackfire Shadow Girth,10000848,85,0.69
70540,Blackfire Shadow Greaves,10000849,85,0.69
70541,Blackfire Shadow Helm,100007c8,85,0.69
70542,Blackfire Shadow Pauldrons,1000084a,85,0.69
70543,Blackfire Shadow Sollerets,100007cb,85,
70544,Blackfire Shadow Tassets,10000846,85,0.69
70545,Blackfire Shadow Bracers,10000847,93,
70546,Blackfire Shadow Breastplate,100007c7,93,0.69
70547,Blackfire Shadow Gauntlets,100007c9,93,
70548,Blackfire Shadow Girth,10000848,93,0.69
70549,Blackfire Shadow Greaves,10000849,93,0.69
70550,Blackfire Shadow Helm,100007c8,93,0.69
70551,Blackfire Shadow Pauldrons,1000084a,93,0.69
70552,Blackfire Shadow Sollerets,100007cb,93,
70553,Blackfire Shadow Tassets,10000846,93,0.69
70554,Blackfire Shadow Bracers,10000847,92,
70555,Blackfire Shadow Breastplate,100007c7,92,0.69
70556,Blackfire Shadow Gauntlets,100007c9,92,
70557,Blackfire Shadow Girth,10000848,92,0.69
70558,Blackfire Shadow Greaves,10000849,92,0.69
70559,Blackfire Shadow Helm,100007c8,92,0.69
70560,Blackfire Shadow Pauldrons,1000084a,92,0.69
70561,Blackfire Shadow Sollerets,100007cb,92,
70562,Blackfire Shadow Tassets,10000846,92,0.69
70563,Blackfire Shadow Bracers,10000847,85,
70564,Blackfire Shadow Breastplate,100007c7,85,0.483
70565,Blackfire Shadow Gauntlets,100007c9,85,
70566,Blackfire Shadow Girth,10000848,85,0.483
70567,Blackfire Shadow Greaves,10000849,85,0.483
70568,Blackfire Shadow Helm,100007c8,85,0.483
70569,Blackfire Shadow Pauldrons,1000084a,85,0.483
70570,Blackfire Shadow Sollerets,100007cb,85,
70571,Blackfire Shadow Tassets,10000846,85,0.483
70572,Blackfire Shadow Bracers,10000847,93,
70573,Blackfire Shadow Breastplate,100007c7,93,0.483
70574,Blackfire Shadow Gauntlets,100007c9,93,
70575,Blackfire Shadow Girth,10000848,93,0.483
70576,Blackfire Shadow Greaves,10000849,93,0.483
70577,Blackfire Shadow Helm,100007c8,93,0.483
70578,Blackfire Shadow Pauldrons,1000084a,93,0.483
70579,Blackfire Shadow Sollerets,100007cb,93,
70580,Blackfire Shadow Tassets,10000846,93,0.483
70581,Blackfire Shadow Bracers,10000847,92,
70582,Blackfire Shadow Breastplate,100007c7,92,0.483
70583,Blackfire Shadow Gauntlets,100007c9,92,
70584,Blackfire Shadow Girth,10000848,92,0.483
70585,Blackfire Shadow Greaves,10000849,92,0.483
70586,Blackfire Shadow Helm,100007c8,92,0.483
70587,Blackfire Shadow Pauldrons,1000084a,92,0.483
70588,Blackfire Shadow Sollerets,100007cb,92,
70589,Blackfire Shadow Tassets,10000846,92,0.483
70590,Enhanced Shadow Bracers,10000847,85,
70591,Enhanced Shadow Breastplate,100007c7,85,0.586
70592,Enhanced Shadow Gauntlets,100007c9,85,
70593,Enhanced Shadow Girth,10000848,85,0.586
70594,Enhanced Shadow Greaves,10000849,85,0.586
70595,Enhanced Shadow Helm,100007c8,85,0.586
70596,Enhanced Shadow Pauldrons,1000084a,85,0.586
70597,Enhanced Shadow Sollerets,100007cb,85,
70598,Enhanced Shadow Tassets,10000846,85,0.586
70599,Enhanced Shadow Bracers,10000847,93,
70600,Enhanced Shadow Breastplate,100007c7,93,0.586
70601,Enhanced Shadow Gauntlets,100007c9,93,
70602,Enhanced Shadow Girth,10000848,93,0.586
70603,Enhanced Shadow Greaves,10000849,93,0.586
70604,Enhanced Shadow Helm,100007c8,93,0.586
70605,Enhanced Shadow Pauldrons,1000084a,93,0.586
70606,Enhanced Shadow Sollerets,100007cb,93,
70607,Enhanced Shadow Tassets,10000846,93,0.586
70608,Enhanced Shadow Bracers,10000847,92,
70609,Enhanced Shadow Breastplate,100007c7,92,0.586
70610,Enhanced Shadow Gauntlets,100007c9,92,
70611,Enhanced Shadow Girth,10000848,92,0.586
70612,Enhanced Shadow Greaves,10000849,92,0.586
70613,Enhanced Shadow Helm,100007c8,92,0.586
70614,Enhanced Shadow Pauldrons,1000084a,92,0.586
70615,Enhanced Shadow Sollerets,100007cb,92,
70616,Enhanced Shadow Tassets,10000846,92,0.586
70617,Enhanced Shadow Bracers,10000847,85,
70618,Enhanced Shadow Breastplate,100007c7,85,0.897
70619,Enhanced Shadow Gauntlets,100007c9,85,
70620,Enhanced Shadow Girth,10000848,85,0.897
70621,Enhanced Shadow Greaves,10000849,85,0.897
70622,Enhanced Shadow Helm,100007c8,85,0.897
70623,Enhanced Shadow Pauldrons,1000084a,85,0.897
70624,Enhanced Shadow Sollerets,100007cb,85,
70625,Enhanced Shadow Tassets,10000846,85,0.897
70626,Enhanced Shadow Bracers,10000847,93,
70627,Enhanced Shadow Breastplate,100007c7,93,0.897
